ID;H1;H2;H3;H4_1;H4_2;H4_3;H4_4;H4_5;H4_6;H4_7;H4_8;H5_1;H5_2;H6;H7;H8;H9;H10;H11;H12;H13;H14;H15;H16_1;H16_2;H16_3;H16_4;H16_5;H17_1;H17_2;H18_1;H18_2;H18_3;H18_4;H18_5;H18_6;H19_1;H19_2;H19_3;H19_4;H19_5;H20_1;H20_2;H20_3;H20_4;H20_5;H20_6;H20_7;H20_8;H21_1;H21_2;H21_3;H21_4;H21_5;H21_6;H21_7;H21_8;H21_9;H21_10;H21_11;H21_12;H22_1;H22_2;H22_3;H22_4;H22_5;H22_6;H22_7;H22_8;H22_9;H22_10;H22_11;H22_12;H22_13;H22_14;H22_15;H22_16;H23_1;H23_2;H23_3;H23_4;H23_5;H23_6;H24;H25;H26;H27;H28;H29;H30;H31;H32;H33;H34;H35;H36;H37;H38;H39;H40;H41;H42;H43;H44;H45;H46;H47;H48;H49;H50;H51;H52;H53;H54;H55;H56;H57;H58;H59;H60;H61;H62;H63;H64;H65;H66;H67;H68;H69;H70;H71;H72;H73;H74;H75;H76;H77;H78;H79;H80;H81;H82;H83;H84;H85
78;84537;84537;2;0,102641;0,053196;0,068219;0,167891;0,151709;0,127991;0,141335;0,187019;0,4792;0,5208;0,098;0,194;0,645;0,161;55;83,3;25;0,0274;-350;-23;0,37;0,02;0,47;0,05;0,08;0,37;0,63;0,13;0,3;0,27;0,22;0,06;0,01;0,13;0,24;0,37;0,26;0;0,5;0,04;0,05;0,21;0,15;0,03;0,01;0,01;0,03;0,19;0,04;0,19;0,06;0;0,21;0,15;0,05;0,04;0,01;0,03;0,02;0,01;0,02;0,03;0,03;0,03;0,04;0,05;0,04;0,11;0,13;0,17;0,26;0,05;0;0,01;0,01;0,38;0,55;0,05;0;0;1107,54;0,57;0,63;0,3;0,51;884,89;4306,11;4542,5;1793,01;868,42;0;1;2;2;1;Romowie;2;13;12,49;8;264;6;222293;3;0;1;18;2;;15;10;20;5;2;5;2;0;10;0;10;0;1;1;9998;3;3;0;0;1;1;0;0;1;2;0;0;1;2;Szkolenia dla plastyków.;0;0;
79;5155;6748;4;0,112033;0,064019;0,067279;0,171903;0,153972;0,120184;0,122407;0,188204;0,492;0,507;0,168;0,214;0,623;0,163;60,6;76,4;26,2;0,0169;-4;4;0,27;0;0,67;0,04;0,03;0,22;0,78;0,07;0,2;0,13;0,14;0,19;0,26;0,15;0,45;0,32;0,08;0;0,42;0,14;0,15;0,22;0,07;0;0;0;0,02;0,03;0;0,26;0,08;0,17;0,22;0,07;0,15;0;0;0;0;0;0;0,1;0,07;0,05;0,06;0,23;0,03;0,3;0;0,02;0,1;0,03;0;0;0,03;0,35;0,61;0;0;0;907,28;0,72;0,44;0;0,29;880,67;2962,4;3264,89;1155,21;490,88;10;2;2;2;2;;2;1;16,06;2;189;1;6775;0;0;2;5;2;;0;2;4;0;0;1;0;0;1;0;1;0;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
80;1858;51970;3;0,110256;0,055609;0,066154;0,151029;0,16802;0,130518;0,140158;0,178257;0,4844;0,5156;0,109;0,205;0,642;0,154;55,8;75,1;24;0,0191;715;16;0,37;0,03;0,43;0,07;0,1;0,31;0,69;0,32;0,41;0,18;0,08;0,02;0;0,08;0,43;0,28;0,21;0;0,52;0,14;0,03;0,23;0,04;0,03;0,02;0;0,06;0,13;0,06;0,33;0,05;0,01;0,23;0,04;0,03;0,05;0;0,02;0,09;0,05;0,03;0,05;0,1;0,02;0,03;0,07;0,02;0,04;0,04;0,04;0,18;0,25;0;0;0,03;0,2;0,58;0,16;0,01;0,02;1107,54;0,41;0,57;0,12;0,27;625,14;2482,95;2895,06;1036,65;358,32;0;1;2;2;1;Romowie;2;6;16,36;9;104;1;30720;2;0;2;17;2;;7;20;5;1;1;5;5;9;3;0;3;3;0;0;9997;1;1;0;0;1;9997;0;0;1;9997;0;0;1;9997;Szkolenia jêzyka angielskiego, je¿eli jest praca dla osoby bezrobotnej i wymaga ona szkolenia.;0;0;
81;897;8441;4;0,093472;0,053074;0,069423;0,146902;0,138609;0,122971;0,150812;0,224736;0,495;0,505;0,089;0,187;0,617;0,196;62,1;104,6;31,8;0,0296;-15;0;0,35;0;0,58;0,02;0,06;0,3;0,7;0,18;0,31;0,29;0,17;0,05;0;0,29;0,3;0,17;0,25;0;0,56;0;0,03;0,27;0,13;0,02;0;0;0,09;0,05;0,1;0,06;0,08;0,19;0,27;0,13;0,03;0,02;0;0;0,05;0;0,06;0,15;0,02;0,06;0,1;0,03;0,12;0,06;0,16;0,07;0,06;0,05;0;0,03;0;0,11;0,74;0,11;0;0,03;1115,73;0,75;0,51;0,04;0,55;631,69;2702,19;2663,57;970,63;354,97;0;1;2;2;2;;2;2;6,04;5;223;1;14820;0;0;3;34;2;;1;2;1;3;0;0;0;0;0;0;4;0;0;1;9998;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
82;3520;8652;4;0,127118;0,06305;0,073236;0,164004;0,179981;0,133337;0,131514;0,127761;0,505;0,495;0,177;0,232;0,665;0,103;50,3;44,3;15,5;0,0306;105;3;0,29;0;0,63;0,01;0,08;0,28;0,72;0,15;0,41;0,24;0,17;0,04;0;0,17;0,43;0,29;0,1;0;0,63;0;0,02;0,13;0,13;0,08;0,01;0;0,01;0,1;0,08;0,24;0,09;0,11;0,13;0,13;0,02;0,1;0;0;0;0;0;0,01;0,01;0,06;0,04;0,06;0,04;0,14;0,17;0,17;0,04;0,26;0;0;0,03;0,15;0,68;0,13;0,01;0;1158,49;0,64;0,54;0,16;0,38;459,7;2407,8;2538,91;1006,6;395,42;0;2;2;2;2;;2;2;21,56;5;122;0;99999997;0;0;1;15;2;;3;0;0;1;1;2;0;0;3;0;3;8;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
83;14041;14041;2;0,095791;0,051207;0,061605;0,164661;0,144363;0,147354;0,139662;0,195356;0,4862;0,5138;0,101;0,182;0,644;0,174;55,2;95,6;27;0,0285;-21;4;0,29;0,06;0,41;0,07;0,17;0,34;0,66;0,2;0,17;0,41;0,22;0;0;0,23;0,61;0,14;0,02;0;0,25;0,09;0,03;0,31;0,08;0,24;0;0;0;0,03;0;0,25;0,06;0;0,31;0,08;0,03;0,24;0;0;0,14;0;0,02;0;0,02;0;0,12;0,08;0,13;0,2;0,17;0,03;0,07;0;0;0;0;0,27;0,73;0;0;0;1168,42;0,32;0,55;0,2;0,5;490,86;2310,67;2264,48;881,2;299,88;0;2;2;2;2;;2;1;26,13;3;119;1;7087;0;0;3;15;2;;0;1;1;3;0;3;0;0;3;0;15;0;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
84;1558;6461;4;0,134809;0,062684;0,070268;0,175824;0,148893;0,12057;0,136357;0,150596;0,514;0,486;0,152;0,237;0,633;0,129;57,9;54,5;20,4;0,0266;4;1;0,27;0;0,58;0,05;0,11;0,36;0,64;0,21;0,16;0,12;0,26;0,15;0,1;0,24;0,35;0,36;0,04;0;0,44;0,05;0,17;0,31;0,04;0;0;0;0,04;0,04;0;0,08;0,09;0,23;0,31;0,04;0,17;0;0;0;0;0;0;0,21;0;0;0,03;0;0,03;0;0,13;0,21;0,33;0,04;0;0;0;0,43;0,41;0,16;0;0;1243,12;0,68;0,46;0;0,62;743,15;3084,61;3200,63;1145,72;611,56;0;2;2;2;2;;2;2;9,07;3;82;1;99999997;0;0;2;12;2;;0;0;0;0;0;0;0;0;0;0;0;4;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
85;405606;405606;2;0,085277;0,041198;0,053382;0,155306;0,166889;0,115025;0,162752;0,220172;0,474;0,526;0,097;0,157;0,656;0,188;52,5;120;28,6;0,044;-464;174;0,35;0,08;0,4;0,1;0,08;0,36;0,64;0,41;0,31;0,18;0,08;0,02;0;0,06;0,22;0,33;0,38;0,02;0,55;0,04;0,05;0,17;0,15;0,01;0,01;0,01;0,06;0,17;0,07;0,22;0,03;0;0,17;0,15;0,05;0,02;0,01;0,04;0,02;0,03;0,04;0,06;0,07;0,08;0,1;0,09;0,07;0,06;0,09;0,08;0,09;0,09;0;0,02;0,02;0,1;0,55;0,28;0,01;0,04;1186,91;0,45;0,63;0,74;0,24;381,5;3166,88;3672,02;1145,94;472,28;0;1;2;2;2;;2;49;11,55;36;202;30;386936;15;0;4;10;2;;23;20;40;0;0;1;0;27;27;1;42;9997;4;3;9998;1;2;1;4;0;0;0;0;0;0;0;0;1;9997;Szkolenia rozszerzaj¹ce lub jako dodatkowy jêzyk.;0;0;
86;98757;98757;2;0,101914;0,050295;0,063247;0,164684;0,150864;0,130741;0,125457;0,212798;0,524;0,476;0,225;0,18;0,645;0,175;55;97,5;27,1;0,0228;-243;-50;0,27;0,02;0,56;0,08;0,07;0,36;0,64;0,19;0,31;0,24;0,18;0,08;0;0,1;0,23;0,32;0,35;0;0,67;0,01;0,02;0,18;0,1;0,01;0,01;0;0,2;0,18;0,06;0,2;0,02;0;0,18;0,1;0,02;0,01;0;0,01;0,01;0;0;0,02;0,04;0,01;0,02;0,05;0,03;0,07;0,08;0,1;0,19;0,35;0;0,02;0,01;0,06;0,55;0,39;0;0;1158,49;0,71;0,77;0,69;0,26;806,02;3647,71;3959,31;1208,04;787,99;0;2;2;2;2;;2;11;16,8;10;142;2;118333;2;0;1;10;2;;0;0;0;0;0;0;0;0;22;0;65;0;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
87;26753;26753;2;0,13135;0,063357;0,062834;0,138826;0,200949;0,139723;0,127126;0,135835;0,523941;0,476059;0,127;0,232;0,653;0,115;53,2;49,6;17,6;0,024;510;4;0,28;0,06;0,47;0,09;0,1;0,3;0,7;0,29;0,19;0,23;0,21;0,04;0,03;0,13;0,25;0,42;0,2;0;0,55;0,1;0,03;0,2;0,08;0,02;0,01;0,01;0,04;0,17;0,08;0,32;0,05;0;0,2;0,08;0,03;0,03;0,01;0;0;0,01;0,02;0,02;0,02;0,07;0,02;0,05;0,09;0,06;0,15;0,23;0,17;0,1;0;0;0,03;0,21;0,54;0,19;0,03;0;1601,97;0,42;0,6;0,32;0,28;234,99;2534,7;2750,75;1212,96;301,03;0;2;2;2;1;Romowie;2;4;6,51;3;133;1;11894;1;0;2;50;2;;2;0;2;3;0;3;0;0;6;0;9;6;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
88;14020;24215;3;0,104026;0,054966;0,070328;0,160603;0,143465;0,127483;0,152178;0,18695;0,511;0,489;0,215;0,198;0,646;0,156;54,8;78,5;24,1;0,0266;-50;5;0,29;0,04;0,6;0;0,07;0,48;0,52;0,12;0,41;0,27;0,13;0,05;0,02;0,11;0,36;0,39;0,15;0;0,44;0,06;0,08;0,22;0,15;0,05;0;0;0,02;0,09;0,05;0,27;0,04;0;0,22;0,15;0,08;0,05;0;0,02;0,49;0;0,05;0,04;0;0;0,05;0;0,07;0,07;0,07;0,1;0,03;0,03;0;0;0,02;0,13;0,73;0,11;0;0,01;1158,49;0,37;0,37;0,11;0,27;598,09;2542,68;2939,45;867,31;547,98;0;2;2;2;2;;2;6;17,6;4;156;1;7020;0;0;1;7;2;;0;1;1;1;1;1;1;1;1;1;6;1;0;0;9997;2;2;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;
89;1271;24317;3;0,114241;0,059259;0,069704;0,175926;0,137147;0,118024;0,155282;0,170416;0,49;0,51;0,215;0,216;0,642;0,143;55,9;66,2;22,3;0,028;-127;-13;0,31;0,01;0,41;0,14;0,13;0,43;0,57;0,27;0,33;0,14;0,2;0,07;0;0,24;0,24;0,31;0,21;0;0,33;0,08;0,13;0,31;0,11;0,03;0;0,01;0,01;0,13;0;0,16;0,09;0;0,31;0,11;0,13;0,03;0,01;0,01;0,07;0,04;0,07;0,05;0,11;0,05;0,02;0,05;0,05;0,06;0,05;0,07;0,02;0,28;0;0;0,12;0,22;0,47;0,17;0,01;0,01;1103,39;0,37;0,44;0,41;0,23;836,28;2937,43;3564,93;1272,83;876,65;300;2;2;2;2;;2;3;19,42;5;220;1;21731;0;0;0;0;2;;0;0;0;2;0;1;0;1;0;0;0;14;0;0;9997;1;2;0;0;0;0;0;0;1;2;0;0;0;0;;0;0;
90;391;5935;4;0,110868;0,061331;0,079191;0,189217;0,136479;0,12401;0,141533;0,157372;0,491828;0,508172;0,127;0,218;0,644;0,138;55,3;63;21,4;0,024;-8;1;0,3;0;0,59;0,04;0,07;0,22;0,78;0,12;0,15;0,44;0,17;0,04;0,09;0,35;0,25;0,29;0,11;0;0,49;0;0,08;0,22;0,17;0,03;0;0;0,11;0;0;0,12;0,04;0,22;0,22;0,17;0,08;0,03;0;0;0;0;0;0,12;0,04;0;0;0;0;0,11;0,09;0,34;0,28;0,04;0;0;0,04;0,12;0,7;0,1;0;0,04;1601,97;0,57;0,52;0;0,35;540,43;2327,79;2605,94;1347,2;468,54;0;2;2;2;2;;2;1;17,2;3;104;1;99999997;0;0;1;13;2;;0;0;0;0;0;0;0;0;0;0;0;7;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
91;125710;125710;2;0,080423;0,039329;0,051682;0,168785;0,161467;0,121621;0,160266;0,216427;0,47;0,53;0,064;0,147;0,667;0,186;50,1;126,6;28;0,0296;-96;-63;0,3;0,1;0,42;0,1;0,08;0,36;0,64;0,25;0,31;0,23;0,18;0,01;0,01;0,11;0,23;0,31;0,35;0;0,56;0,06;0,01;0,19;0,14;0,02;0;0,01;0,04;0,19;0,11;0,19;0,03;0;0,19;0,14;0,01;0,02;0,01;0,06;0,01;0;0,01;0,03;0,05;0,05;0,05;0,06;0,05;0,07;0,12;0,18;0,19;0,12;0;0,01;0,01;0,07;0,65;0,19;0,02;0,06;1115,73;0,56;0,7;0,44;0,28;683,77;4300,16;4524,59;1402,64;404,48;0;1;2;2;2;;2;18;12,34;18;193;4;147351;7;0;7;32;2;;12;2;1;2;0;2;0;1;19;0;273;1;6;6;9998;1;1;0;0;0;0;0;0;0;0;0;0;1;40;Nauka jêzyka.;1;20;Nauka jêzyka.
92;1200;3648;4;0,129112;0,075932;0,071546;0,184211;0,154331;0,125548;0,109649;0,149671;0,507401;0,492599;0,094;0,246;0,633;0,121;58;49,4;19,2;0,0223;3;0;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;1125,74;997;997;997;997;652,51;2986,16;3140,75;1189,75;496,57;0;2;2;2;2;;2;1;6,11;2;207;5;830;0;0;2;3;2;;0;0;0;1;1;1;1;1;0;0;0;3;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
93;56929;56929;2;0,106273;0,044599;0,049114;0,143196;0,178275;0,12094;0,146902;0,210701;0,533788;0,466212;0,127;0,179;0,637;0,184;56,9;102,9;28,9;0,024;278;-5;0,26;0,03;0,35;0,15;0,21;0,43;0,57;0,41;0,31;0,19;0,06;0,02;0,01;0,09;0,33;0,38;0,2;0;0,56;0,07;0,02;0,26;0,07;0,01;0;0;0,05;0,18;0,03;0,29;0,05;0;0,26;0,07;0,02;0,01;0;0,02;0,04;0,09;0,12;0,07;0,04;0,05;0,05;0,06;0,04;0,06;0,08;0,11;0,14;0,03;0;0;0,05;0,16;0,57;0,21;0,01;0;1601,97;0,39;0,47;0,27;0,25;181,96;2654,81;2739,26;1108,19;290,12;0;2;1;1;2;;2;6;14,9;9;171;3;11520;0;0;2;30;2;;0;0;0;2;0;0;9997;9997;19;1;28;9;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
94;1498;11768;4;0,110979;0,07019;0,080133;0,162475;0,151428;0,138001;0,114038;0,172757;0,4998;0,5002;0,136;0,226;0,621;0,154;61,1;68;24,7;0,0234;-9;17;0,26;0;0,71;0,02;0,01;0,24;0,76;0,03;0,24;0,13;0,28;0,19;0,12;0,18;0,39;0,3;0,13;0;0,4;0,07;0,03;0,28;0,12;0,07;0,03;0;0,05;0,1;0,03;0,17;0,02;0,08;0,28;0,12;0,03;0,1;0;0,02;0,01;0;0;0;0,08;0;0,02;0,07;0,04;0,07;0,05;0,08;0,08;0,5;0;0;0,02;0,34;0,52;0,12;0;0;1107,54;0,67;0,54;0,02;0,48;970,79;2784,65;3104,24;1113,5;533,97;0;2;1;1;2;;2;2;20,29;5;161;2;3800;0;0;1;13;2;;0;0;0;0;0;5;0;1;0;1;0;1;0;0;9997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
95;292732;292732;2;0,083117;0,040018;0,054346;0,154401;0,153975;0,117992;0,134659;0,261492;0,467;0,533;0,123;0,169;0,665;0,167;50,5;98,7;21,2;0,0198;-188;165;0,31;0,04;0,48;0,08;0,09;0,34;0,66;0,28;0,31;0,2;0,16;0,04;0,01;0,09;0,13;0,35;0,42;0,01;0,54;0,05;0,04;0,21;0,13;0,02;0;0,02;0,11;0,15;0,06;0,17;0,03;0;0,21;0,13;0,04;0,03;0,02;0,06;0,04;0,01;0,02;0,02;0,04;0,05;0,04;0,05;0,04;0,08;0,13;0,15;0,16;0,16;0;0,01;0,02;0,11;0,56;0,23;0,01;0,07;1103,2;0,51;0,65;0,62;0,11;363,31;4263,21;4780,09;1468,31;605,63;99997;1;2;2;2;;1;37;13,37;17;152;16;317167;11;0;9;14;2;;0;9997;40;0;0;10;0;9997;19;1;173;9997;4;2;2;0;2;0;0;0;0;1;2;0;0;0;0;0;0;;0;0;
96;306826;306826;2;0,080717;0,040042;0,054311;0,15659;0,142517;0,129497;0,160117;0,236209;0,472;0,528;0,038;0,151;0,643;0,207;55,6;137,6;32,2;0,0543;-947;-131;0,25;0,1;0,45;0,1;0,11;0,38;0,62;0,21;0,26;0,22;0,19;0,07;0,04;0,24;0,44;0,21;0,11;0;0,35;0,08;0,08;0,28;0,1;0,09;0,01;0,01;0,01;0,06;0,03;0,23;0,06;0;0,28;0,1;0,08;0,1;0,01;0,03;0,01;0,01;0,01;0,04;0,05;0,06;0,04;0,07;0,05;0,11;0,21;0,17;0,1;0,05;0;0,01;0,04;0,3;0,59;0,06;0;0,01;1168,42;0,23;0,45;0,24;0,21;365,06;4329,54;4607,04;1253,31;445,89;0;1;2;2;2;;2;35;12,78;37;322;29;374911;12;0;2;9;2;;12;5;3;6;3;1;0;93;52;1;765;94;2;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;
97;7579;26242;5;0,101201;0,050534;0,062013;0,164797;0,14936;0,116638;0,161235;0,194221;0,482;0,517;0,225;0,188;0,647;0,165;54,5;87,6;25,4;0,017;-53;0;0,26;0;0,55;0,11;0,08;0,45;0,55;0,14;0,28;0,3;0,19;0,07;0,03;0,16;0,34;0,31;0,19;0;0,32;0,06;0,11;0,39;0,1;0,02;0;0;0,04;0,03;0,07;0,19;0,05;0;0,39;0,1;0,11;0,02;0;0;0;0,03;0,06;0,1;0,08;0,05;0;0,03;0,1;0,13;0,16;0,1;0,14;0,02;0;0;0,05;0,3;0,58;0,04;0;0,02;907,28;0,61;0,64;0,1;0,69;787,62;2883,32;3528,44;1288,26;457,63;0;1;2;2;2;;2;8;14,95;9;169;1;11329;1;0;6;30;2;;3;1;0;0;0;0;0;0;0;0;4;17;0;0;9997;1;3;0;0;0;0;0;0;0;0;0;0;1;20;Jêzyk podstawowy i srednio zaawansowany.;0;0;
98;11237;18197;5;0,080804;0,048767;0,062294;0,179051;0,144612;0,129928;0,162588;0,191955;0,478;0,521;0,148;0,165;0,67;0,164;49,2;99,4;24,5;0,0185;-29;1;0,26;0,04;0,65;0,01;0,04;0,26;0,74;0,04;0,19;0,33;0,26;0,06;0,11;0,13;0,29;0,5;0,08;0,01;0,42;0,01;0,14;0,21;0,13;0,08;0;0;0,01;0,1;0,03;0,26;0,04;0;0,21;0,13;0,14;0,08;0;0;0;0;0;0,04;0,01;0,03;0,08;0,04;0,05;0,16;0,16;0,11;0,06;0,25;0;0;0;0,26;0,65;0,06;0;0,03;907,28;0,62;0,63;0,42;0,24;534,22;2427,87;2767,65;944,83;498,82;0;1;2;2;2;;2;5;8,13;4;106;1;7732;0;0;1;16;2;;1;0;1;1;0;0;0;0;1;0;2;13;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
99;1346;4623;4;0,083712;0,058404;0,061216;0,142332;0,149903;0,123729;0,149903;0,230803;0,493;0,507;0,138;0,179;0,627;0,195;59,5;108,8;31;0,0237;-36;0;0,26;0;0,59;0;0,15;0,5;0,5;0,11;0,29;0,16;0,18;0,21;0,04;0,22;0,34;0,33;0,11;0;0,36;0;0;0,43;0,18;0,03;0;0;0;0;0,2;0,12;0;0;0,43;0,18;0;0,03;0;0,04;0;0;0;0;0,11;0,04;0,08;0,08;0,09;0,14;0,2;0,07;0,12;0,05;0;0;0;0,18;0,53;0,21;0;0,08;1178,73;0,67;0,39;0;0,55;431,79;2748,29;2779,01;1035,99;384,78;0;2;2;2;2;;2;1;12,5;1;140;0;99999997;0;0;3;15;2;;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
100;1416;3728;4;0,121781;0,069742;0,086373;0,191792;0,123659;0,128219;0,137607;0,140826;0,508;0,491;0,238;0,24;0,643;0,118;55,6;49;18,3;0,0266;-28;-1;0,44;0;0,42;0,06;0,08;0,31;0,69;0,14;0,28;0,18;0,21;0,08;0,11;0,38;0,36;0,15;0,11;0;0,37;0,06;0,16;0,26;0,12;0,03;0;0;0,06;0,02;0;0,08;0,12;0,14;0,26;0,12;0,16;0,03;0;0;0;0;0,06;0,03;0,1;0,06;0,08;0,03;0,06;0,13;0,23;0,09;0,08;0,06;0;0;0,08;0,28;0,61;0,03;0;0;1243,12;0,5;0,3;0;0,47;1075,65;3222,14;3310,63;1172,24;682,42;0;2;2;2;2;;2;1;8,26;1;174;1;6350;0;0;4;20;2;;1;1;0;5;1;2;0;1;0;0;0;3;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
101;5057;5057;2;0,087008;0,05003;0,059917;0,151671;0,15088;0,111331;0,177576;0,211588;0,47;0,53;0,191;0,175;0,639;0,187;56,6;106,6;29,2;0,0357;31;-6;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;1239,2;997;997;997;997;819,6;2944,32;3366,11;788,92;481,54;0;1;2;2;2;;2;1;5,76;1;190;1;32489;0;0;0;0;2;;0;1;1;0;0;1;0;1;0;0;0;0;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
102;2069;8324;5;0,101015;0,046883;0,068149;0,171097;0,133881;0,161914;0,150797;0,166264;0,5;0,499;0,179;0,182;0,674;0,144;48,4;79,1;21,4;0,0175;-3;0;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;907,28;997;997;997;997;1021,42;3350,54;3629,26;1043,12;536,72;99997;2;2;2;2;;2;3;8,65;4;113;1;6320;0;0;1;12;2;;3;0;0;0;0;2;1;0;0;0;0;0;0;0;9997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
103;15535;22507;5;0,086257;0,056775;0,076923;0,196588;0,123077;0,157258;0,154297;0,148825;0,493;0,506;0,236;0,185;0,688;0,127;45,3;68,7;18,5;0,0185;-10;-6;0,15;0,01;0,75;0,04;0,05;0,29;0,71;0,1;0,09;0,27;0,23;0,21;0,1;0,09;0,37;0,32;0,23;0;0,42;0,04;0,19;0,12;0,13;0,06;0,01;0,02;0,04;0,05;0,08;0,26;0,04;0;0,12;0,13;0,19;0,08;0,02;0;0,04;0;0;0,07;0,02;0,06;0,03;0,11;0,04;0,13;0,11;0,18;0,04;0,15;0;0,01;0,06;0,24;0,64;0,04;0;0,02;907,28;0,64;0,67;0,26;0,27;514,62;2336,38;2321,34;801,32;449,91;0;1;2;2;2;;2;5;5,61;4;124;1;14270;2;0;2;14;2;;1;2;1;1;0;0;0;0;1;1;4;0;1;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
104;39796;39796;2;0,09702;0,048723;0,056036;0,159488;0,145944;0,113504;0,170394;0,20889;0,472;0,528;0,257;0,178;0,646;0,175;54,7;98,4;27,1;0,0383;-185;22;0,28;0,09;0,49;0,08;0,05;0,39;0,61;0,19;0,29;0,21;0,18;0,09;0,04;0,19;0,34;0,34;0,12;0,01;0,38;0,06;0,09;0,27;0,11;0,05;0,01;0,02;0,02;0,12;0,03;0,2;0,05;0,01;0,27;0,11;0,09;0,05;0,02;0,02;0,01;0,02;0,03;0,04;0,05;0,06;0,07;0,06;0,05;0,12;0,11;0,15;0,17;0,05;0;0;0,07;0,3;0,51;0,11;0;0,02;1153,06;0,38;0,51;0,32;0,39;735,54;2682,89;3228,22;981,34;527,78;0;1;2;2;1;Romowie;2;4;19,11;2;159;1;8900;0;0;2;35;2;;0;4;0;0;0;0;0;0;4;0;20;9;0;0;9997;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
105;1393;7378;4;0,130388;0,065329;0,072648;0,1701;0,184061;0,118867;0,124831;0,133776;0,499;0,501;0,149;0,239;0,649;0,112;54,1;47;17,3;0,0346;-68;-1;0,4;0,02;0,49;0,06;0,03;0,23;0,77;0,24;0,24;0,14;0,19;0,04;0,14;0,41;0,33;0,17;0,09;0;0,49;0,09;0,14;0,12;0,05;0,08;0;0,02;0,02;0;0,02;0,31;0,14;0,04;0,12;0,05;0,14;0,08;0,02;0,04;0;0;0;0;0,13;0,15;0;0;0,05;0,1;0,21;0,14;0,09;0,13;0;0;0;0,13;0,8;0,06;0;0;1239,2;0,38;0,62;0;0,59;720,25;3505,8;4781,4;133,07;486,49;99997;1;1;1;2;;2;2;8,26;6;218;7;7698;0;0;2;16;2;;0;0;2;9997;0;0;0;9997;0;0;0;9997;0;0;9997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
106;16209;16209;2;0,095009;0,050157;0,069159;0,154852;0,137886;0,134;0,158862;0,200074;0,474;0,526;0,263;0,186;0,641;0,173;56;92,8;27;0,0261;-88;2;0,38;0,03;0,49;0,05;0,06;0,31;0,69;0,21;0,23;0,28;0,16;0,09;0,02;0,2;0,25;0,31;0,24;0;0,44;0,09;0,11;0,18;0,12;0,03;0,02;0,02;0,07;0,08;0,06;0,22;0,06;0;0,18;0,12;0,11;0,05;0,02;0,03;0,01;0,07;0,01;0,02;0,07;0,03;0,03;0,05;0,03;0,05;0,06;0,08;0,05;0,4;0;0,03;0,13;0,17;0,49;0,21;0;0;1103,39;0,5;0,54;0,53;0,21;678,99;3282,34;3691,08;782,37;617,66;0;2;2;2;2;;2;2;24,27;2;174;1;9270;0;0;1;9997;2;;0;0;0;1;0;2;0;0;2;0;8;0;0;0;9997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;
